parameter file: /home/dodo/projects/aDNA_Comparative_Analysis/notebooks/par.smartpca
### THE INPUT PARAMETERS
##PARAMETER NAME: VALUE
genotypename: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.geno
snpname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.snp
indivname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.ind
evecoutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.evec
evaloutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.eval
numoutevec: 10
## smartpca version: 18140
norm used

lsqproject used
snps deleted (nodata): 0.  deletesnpoutname: for detailsnumber of samples used: 50 number of snps used: 50
number of pops for axes: 37
Using 31 threads, and partial sum lookup algorithm.
 snp           rs59986066 ignored . allelecnt:     0  missing:    48
 snp           rs11260588 ignored . allelecnt:     0  missing:    37
 snp            rs7540009 ignored . allelecnt:     0  missing:    33
 snp           rs11807848 ignored . allelecnt:     0  missing:    44
 snp            rs9442380 ignored . allelecnt:     0  missing:    41
 snp            rs6670693 ignored . allelecnt:     0  missing:    38
 snp            rs9659213 ignored . allelecnt:     0  missing:    44
 snp            rs3813199 ignored . allelecnt:     0  missing:    33
 snp          rs113791678 ignored . allelecnt:     0  missing:    32
 snp            rs3766186 ignored . allelecnt:     0  missing:    44
total number of snps killed in pass: 10  used: 40
REMOVED outlier I24542_d iter 1 evec 4 sigmage 6.349 pop: Belize_4600BP
number of samples after outlier removal: 49
total number of snps killed in pass: 12  used: 38
mpstats:     0.054    0.582    1.664    2.768760

## Tracy-Widom statistics: rows: 49  cols: 40
  #N    eigenvalue  difference    twstat      p-value effect. n
   1      7.264190          NA     0.929    0.0535703    21.053
   2      5.848048   -1.416142     0.474    0.0971147    22.363
   3      4.773682   -1.074366    -0.070     0.181064    23.337
   4      4.580391   -0.193291     1.580    0.0205602    23.869
   5      3.486352   -1.094039     0.604    0.0825144    26.634
   6      2.559019   -0.927334    -1.539     0.586066    28.312
   7      2.186687   -0.372332    -2.278     0.798747    27.787
   8      2.061576   -0.125110    -1.920     0.702669    26.660
   9      1.921382   -0.140194    -1.579     0.598834    25.761
  10      1.742510   -0.178872    -1.445     0.556327    25.113
  11      1.429560   -0.312950    -2.436     0.835079    24.564
  12      1.332811   -0.096749    -2.197     0.778609    23.161
  13      1.206236   -0.126575    -2.191     0.776979    21.881
  14      1.036546   -0.169691    -2.674     0.881964    20.554
  15      0.976855   -0.059690    -2.340     0.813605    18.842
  16      0.918133   -0.058723    -1.915      0.70133    17.295
  17      0.842040   -0.076093    -1.541     0.586723    16.003
  18      0.777438   -0.064601    -0.891      0.38361    14.970
  19      0.644733   -0.132705    -0.824     0.363907    14.601
  20      0.518529   -0.126204    -0.933     0.396105    14.314
  21      0.412837   -0.105693    -1.140     0.459518    13.863
  22      0.326762   -0.086075    -1.448     0.557367    13.095
  23      0.290295   -0.036467    -0.959      0.40394    11.881
  24      0.257462   -0.032833    -0.014      0.17069    11.227
  25      0.157998   -0.099464    -0.785     0.352845    12.936
  26      0.113996   -0.044002    -1.272      0.50104    12.676
  27      0.105523   -0.008473    -0.278     0.223849    11.402
  28      0.066490   -0.039032    -0.816     0.361621    12.779
  29      0.049670   -0.016820    -0.836     0.367545    12.460
  30      0.037171   -0.012499        NA           NA        NA
  31      0.025611   -0.011560        NA           NA        NA
  32      0.019201   -0.006410        NA           NA        NA
  33      0.013465   -0.005736        NA           NA        NA
  34      0.007962   -0.005503        NA           NA        NA
  35      0.004220   -0.003742        NA           NA        NA
  36      0.002965   -0.001256        NA           NA        NA
  37      0.001422   -0.001542        NA           NA        NA
  38      0.000231   -0.001191        NA           NA        NA
    kurtosis           snps    indivs
  Armenia_MasisBlur_N     Iran_GanjDareh_N     1.000     0.0000  9999999999.000             3
  Armenia_MasisBlur_N            Iraq_PPNA     1.000     0.0000  9999999999.500             5
  Armenia_MasisBlur_N     Iraq_PPNA_contam     1.000     0.0000  9999999999.750            10
  Armenia_MasisBlur_N Israel_MLBA_o_brother.I2200     1.000     0.0000  9999999999.000             3
  Armenia_MasisBlur_N    Israel_Natufian_d     0.000     0.0000      0.000             1
  Armenia_MasisBlur_N      Israel_Natufian     0.000     0.0000      0.000             0
  Armenia_MasisBlur_N Israel_Natufian_contam     1.000     0.0000  9999999999.667             8
  Armenia_MasisBlur_N          Jordan_PPNB     0.900     0.0000  8999999999.831            11
  Armenia_MasisBlur_N   Jordan_PPNB_contam     0.000     0.0000      0.000             3
  Armenia_MasisBlur_N       Jordan_PPNB_lc     0.000     0.0000      0.000             0
  Armenia_MasisBlur_N          Jordan_PPNC     0.000     0.0000      0.000             3
  Armenia_MasisBlur_N Jordan_PPNC_1d.rel.I1699     0.000     0.0000      0.000             2
  Armenia_MasisBlur_N Malawi_Fingira_LSA_6000BP     1.000     0.0000  9999999999.750             5
  Armenia_MasisBlur_N Malawi_Fingira_LSA_6000BP_noUDG     1.000     0.0000  9999999999.667             6
  Armenia_MasisBlur_N      Montenegro_MLBA     1.000     0.0000  9999999999.500            10
  Armenia_MasisBlur_N Russia_Samara_EBA_Yamnaya     1.000     0.0000  9999999999.750            12
  Armenia_MasisBlur_N Russia_Uelen_OldBeringSea     1.000     0.0000  9999999999.750             9
  Armenia_MasisBlur_N             Turkey_N     0.000     0.0000      0.000             3
 Bahamas_SouthAndros_Ceramic        Belize_4600BP     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic         Bulgaria_EIA     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic      Bulgaria_LIA_lc     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic Cuba_CanimarAbajo_Archaic     1.000     0.0000  9999999999.000             4
 Bahamas_SouthAndros_Ceramic   Czech_IA_Hallstatt     0.000     0.0000      0.000             4
 Bahamas_SouthAndros_Ceramic Dominican_ElSoco_Ceramic     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic England_BellBeaker_highEEF     1.000     0.0000  9999999999.000             2
 Bahamas_SouthAndros_Ceramic England_BellBeaker_highWHG     1.000     0.0000  9999999999.000             3
 Bahamas_SouthAndros_Ceramic England_MIA_LIA_o1_lc     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic England_N_Megalithic     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic Greece_Delphi_BA_Mycenaean     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic     Iran_GanjDareh_N     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic            Iraq_PPNA     1.000     0.0000  9999999999.000             3
 Bahamas_SouthAndros_Ceramic     Iraq_PPNA_contam     1.000     0.0000  9999999999.500             4
 Bahamas_SouthAndros_Ceramic Israel_MLBA_o_brother.I2200     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic    Israel_Natufian_d     0.000     0.0000      0.000             1
 Bahamas_SouthAndros_Ceramic      Israel_Natufian     0.000     0.0000      0.000             1
 Bahamas_SouthAndros_Ceramic Israel_Natufian_contam     1.000     0.0000  9999999999.000             3
 Bahamas_SouthAndros_Ceramic          Jordan_PPNB     0.200     0.0000  1999999999.400             2
 Bahamas_SouthAndros_Ceramic   Jordan_PPNB_contam     1.000     0.0000  9999999999.000             2
 Bahamas_SouthAndros_Ceramic       Jordan_PPNB_lc     0.000     0.0000      0.000             0
 Bahamas_SouthAndros_Ceramic          Jordan_PPNC     1.000     0.0000  9999999999.000             1
 Bahamas_SouthAndros_Ceramic Jordan_PPNC_1d.rel.I1699     0.000     0.0000      0.000             2
 Bahamas_SouthAndros_Ceramic Malawi_Fingira_LSA_6000BP     0.000     0.0000      0.000             1
 Bahamas_SouthAndros_Ceramic Malawi_Fingira_LSA_6000BP_noUDG     0.000     0.0000      0.000             1
 Bahamas_SouthAndros_Ceramic      Montenegro_MLBA     1.000     0.0000  9999999999.500             4
 Bahamas_SouthAndros_Ceramic Russia_Samara_EBA_Yamnaya     1.000     0.0000  9999999999.000             4
 Bahamas_SouthAndros_Ceramic Russia_Uelen_OldBeringSea     1.000     0.0000  9999999999.500             4
 Bahamas_SouthAndros_Ceramic             Turkey_N     0.000     0.0000      0.000             1
        Belize_4600BP         Bulgaria_EIA     0.000     0.0000      0.000             0
        Belize_4600BP      Bulgaria_LIA_lc     0.000     0.0000      0.000             0
        Belize_4600BP Cuba_CanimarAbajo_Archaic     0.000     0.0000      0.000             0
        Belize_4600BP   Czech_IA_Hallstatt     0.000     0.0000      0.000             0
        Belize_4600BP Dominican_ElSoco_Ceramic     0.000     0.0000      0.000             0
        Belize_4600BP England_BellBeaker_highEEF     0.000     0.0000      0.000             0
        Belize_4600BP England_BellBeaker_highWHG     0.000     0.0000      0.000             0
        Belize_4600BP England_MIA_LIA_o1_lc     0.000     0.0000      0.000             0
        Belize_4600BP England_N_Megalithic     0.000     0.0000      0.000             0
        Belize_4600BP Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     0.000     0.0000      0.000             0
        Belize_4600BP Greece_Delphi_BA_Mycenaean     0.000     0.0000      0.000             0
        Belize_4600BP     Iran_GanjDareh_N     0.000     0.0000      0.000             0
        Belize_4600BP            Iraq_PPNA     0.000     0.0000      0.000             0
        Belize_4600BP     Iraq_PPNA_contam     0.000     0.0000      0.000             0
        Belize_4600BP Israel_MLBA_o_brother.I2200     0.000     0.0000      0.000             0
        Belize_4600BP    Israel_Natufian_d     0.000     0.0000      0.000             0
        Belize_4600BP      Israel_Natufian     0.000     0.0000      0.000             0
        Belize_4600BP Israel_Natufian_contam     0.000     0.0000      0.000             0
        Belize_4600BP          Jordan_PPNB     0.000     0.0000      0.000             0
        Belize_4600BP   Jordan_PPNB_contam     0.000     0.0000      0.000             0
        Belize_4600BP       Jordan_PPNB_lc     0.000     0.0000      0.000             0
        Belize_4600BP          Jordan_PPNC     0.000     0.0000      0.000             0
        Belize_4600BP Jordan_PPNC_1d.rel.I1699     0.000     0.0000      0.000             0
        Belize_4600BP Malawi_Fingira_LSA_6000BP     0.000     0.0000      0.000             0
        Belize_4600BP Malawi_Fingira_LSA_6000BP_noUDG     0.000     0.0000      0.000             0
        Belize_4600BP      Montenegro_MLBA     0.000     0.0000      0.000             0
        Belize_4600BP Russia_Samara_EBA_Yamnaya     0.000     0.0000      0.000             0
        Belize_4600BP Russia_Uelen_OldBeringSea     0.000     0.0000      0.000             0
        Belize_4600BP             Turkey_N     0.000     0.0000      0.000             0
         Bulgaria_EIA      Bulgaria_LIA_lc     0.000     0.0000      0.000             0
         Bulgaria_EIA Cuba_CanimarAbajo_Archaic     1.000     0.0000  9999999999.500             4
         Bulgaria_EIA   Czech_IA_Hallstatt     1.000     0.0000  9999999999.500             4
         Bulgaria_EIA Dominican_ElSoco_Ceramic     0.000     0.0000      0.000             0
         Bulgaria_EIA England_BellBeaker_highEEF     0.000     0.0000      0.000             0
         Bulgaria_EIA England_BellBeaker_highWHG     0.000     0.0000      0.000             1
         Bulgaria_EIA England_MIA_LIA_o1_lc     0.000     0.0000      0.000             0
         Bulgaria_EIA England_N_Megalithic     0.000     0.0000      0.000             1
         Bulgaria_EIA Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     0.000     0.0000      0.000             0
         Bulgaria_EIA Greece_Delphi_BA_Mycenaean     0.000     0.0000      0.000             1
         Bulgaria_EIA     Iran_GanjDareh_N     0.000     0.0000      0.000             0
         Bulgaria_EIA            Iraq_PPNA     1.000     0.0000  9999999999.000             4
         Bulgaria_EIA     Iraq_PPNA_contam     0.000     0.0000      0.000             4
         Bulgaria_EIA Israel_MLBA_o_brother.I2200     0.000     0.0000      0.000             2
         Bulgaria_EIA    Israel_Natufian_d     0.000     0.0000      0.000             0
         Bulgaria_EIA      Israel_Natufian     0.000     0.0000      0.000             0
         Bulgaria_EIA Israel_Natufian_contam     1.000     0.0000  9999999999.000             3
         Bulgaria_EIA          Jordan_PPNB     1.000     0.0000  9999999999.000             2
         Bulgaria_EIA   Jordan_PPNB_contam     0.000     0.0000      0.000             1
         Bulgaria_EIA       Jordan_PPNB_lc     0.000     0.0000      0.000             0
         Bulgaria_EIA          Jordan_PPNC     1.000     0.0000  9999999999.000             3
         Bulgaria_EIA Jordan_PPNC_1d.rel.I1699     0.000     0.0000      0.000             1
         Bulgaria_EIA Malawi_Fingira_LSA_6000BP     0.000     0.0000      0.000             1
         Bulgaria_EIA Malawi_Fingira_LSA_6000BP_noUDG     1.000     0.0000  9999999999.000             2
         Bulgaria_EIA      Montenegro_MLBA     1.000     0.0000  9999999999.500             4
         Bulgaria_EIA Russia_Samara_EBA_Yamnaya     1.000     0.0000  9999999999.000             4
         Bulgaria_EIA Russia_Uelen_OldBeringSea     1.000     0.0000  9999999999.667             4
         Bulgaria_EIA             Turkey_N     1.000     0.0000  9999999999.000             1
      Bulgaria_LIA_lc Cuba_CanimarAbajo_Archaic     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc   Czech_IA_Hallstatt     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc Dominican_ElSoco_Ceramic     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc England_BellBeaker_highEEF     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc England_BellBeaker_highWHG     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc England_MIA_LIA_o1_lc     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc England_N_Megalithic     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc Greece_Delphi_BA_Mycenaean     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc     Iran_GanjDareh_N     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc            Iraq_PPNA     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc     Iraq_PPNA_contam     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc Israel_MLBA_o_brother.I2200     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc    Israel_Natufian_d     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc      Israel_Natufian     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc Israel_Natufian_contam     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc          Jordan_PPNB     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc   Jordan_PPNB_contam     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc       Jordan_PPNB_lc     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc          Jordan_PPNC     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc Jordan_PPNC_1d.rel.I1699     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc Malawi_Fingira_LSA_6000BP     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc Malawi_Fingira_LSA_6000BP_noUDG     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc      Montenegro_MLBA     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc Russia_Samara_EBA_Yamnaya     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc Russia_Uelen_OldBeringSea     0.000     0.0000      0.000             0
      Bulgaria_LIA_lc             Turkey_N     0.000     0.0000      0.000             0
 Cuba_CanimarAbajo_Archaic   Czech_IA_Hallstatt     1.000     0.0000  9999999999.833            24
 Cuba_CanimarAbajo_Archaic Dominican_ElSoco_Ceramic     1.000     0.0000  9999999999.800             8
 Cuba_CanimarAbajo_Archaic England_BellBeaker_highEEF     1.000     0.0000  9999999999.667             5
 Cuba_CanimarAbajo_Archaic England_BellBeaker_highWHG     1.000     0.0000  9999999999.875            15
 Cuba_CanimarAbajo_Archaic England_MIA_LIA_o1_lc     0.000     0.0000      0.000             1
 Cuba_CanimarAbajo_Archaic England_N_Megalithic     0.000     0.0000      0.000             3
 Cuba_CanimarAbajo_Archaic Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     0.000     0.0000      0.000             1
 Cuba_CanimarAbajo_Archaic Greece_Delphi_BA_Mycenaean     1.000     0.0000  9999999999.667             8
 Cuba_CanimarAbajo_Archaic     Iran_GanjDareh_N     1.000     0.0000  9999999999.500             8
 Cuba_CanimarAbajo_Archaic            Iraq_PPNA     1.000     0.0000  9999999999.800            14
 Cuba_CanimarAbajo_Archaic     Iraq_PPNA_contam     1.000     0.0000  9999999999.909            26
 Cuba_CanimarAbajo_Archaic Israel_MLBA_o_brother.I2200     1.000     0.0000  9999999999.750             8
 Cuba_CanimarAbajo_Archaic    Israel_Natufian_d     1.000     0.0000  9999999999.000             4
 Cuba_CanimarAbajo_Archaic      Israel_Natufian     0.000     0.0000      0.000             3
 Cuba_CanimarAbajo_Archaic Israel_Natufian_contam     1.000     0.0000  9999999999.900            18
 Cuba_CanimarAbajo_Archaic          Jordan_PPNB     0.880     0.0000  8799999999.868            16
 Cuba_CanimarAbajo_Archaic   Jordan_PPNB_contam     1.000     0.0000  9999999999.667             9
 Cuba_CanimarAbajo_Archaic       Jordan_PPNB_lc     1.000     0.0000  9999999999.000             1
 Cuba_CanimarAbajo_Archaic          Jordan_PPNC     1.000     0.0000  9999999999.800            14
 Cuba_CanimarAbajo_Archaic Jordan_PPNC_1d.rel.I1699     1.000     0.0000  9999999999.000             9
 Cuba_CanimarAbajo_Archaic Malawi_Fingira_LSA_6000BP     1.000     0.0000  9999999999.000             8
 Cuba_CanimarAbajo_Archaic Malawi_Fingira_LSA_6000BP_noUDG     1.000     0.0000  9999999999.667            11
 Cuba_CanimarAbajo_Archaic      Montenegro_MLBA     1.000     0.0000  9999999999.933            26
 Cuba_CanimarAbajo_Archaic Russia_Samara_EBA_Yamnaya     1.000     0.0000  9999999999.889            32
 Cuba_CanimarAbajo_Archaic Russia_Uelen_OldBeringSea     1.000     0.0000  9999999999.917            28
 Cuba_CanimarAbajo_Archaic             Turkey_N     1.000     0.0000  9999999999.000             8
   Czech_IA_Hallstatt Dominican_ElSoco_Ceramic     1.000     0.0000  9999999999.667             7
   Czech_IA_Hallstatt England_BellBeaker_highEEF     1.000     0.0000  9999999999.667             5
   Czech_IA_Hallstatt England_BellBeaker_highWHG     1.000     0.0000  9999999999.857            13
   Czech_IA_Hallstatt England_MIA_LIA_o1_lc     0.000     0.0000      0.000             0
   Czech_IA_Hallstatt England_N_Megalithic     1.000     0.0000  9999999999.000             3
   Czech_IA_Hallstatt Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     0.000     0.0000      0.000             1
   Czech_IA_Hallstatt Greece_Delphi_BA_Mycenaean     1.000     0.0000  9999999999.500             6
   Czech_IA_Hallstatt     Iran_GanjDareh_N     1.000     0.0000  9999999999.000             7
   Czech_IA_Hallstatt            Iraq_PPNA     1.000     0.0000  9999999999.750            12
   Czech_IA_Hallstatt     Iraq_PPNA_contam     1.000     0.0000  9999999999.889            24
   Czech_IA_Hallstatt Israel_MLBA_o_brother.I2200     1.000     0.0000  9999999999.667             8
   Czech_IA_Hallstatt    Israel_Natufian_d     0.000     0.0000      0.000             3
   Czech_IA_Hallstatt      Israel_Natufian     0.000     0.0000      0.000             2
   Czech_IA_Hallstatt Israel_Natufian_contam     1.000     0.0000  9999999999.750            16
   Czech_IA_Hallstatt          Jordan_PPNB     0.760     0.0000  7599999999.772            18
   Czech_IA_Hallstatt   Jordan_PPNB_contam     1.000     0.0000  9999999999.500             8
   Czech_IA_Hallstatt       Jordan_PPNB_lc     0.000     0.0000      0.000             1
   Czech_IA_Hallstatt          Jordan_PPNC     1.000     0.0000  9999999999.750            13
   Czech_IA_Hallstatt Jordan_PPNC_1d.rel.I1699     1.000     0.0000  9999999999.000             7
   Czech_IA_Hallstatt Malawi_Fingira_LSA_6000BP     1.000     0.0000  9999999999.500             7
   Czech_IA_Hallstatt Malawi_Fingira_LSA_6000BP_noUDG     1.000     0.0000  9999999999.000            11
   Czech_IA_Hallstatt      Montenegro_MLBA     1.000     0.0000  9999999999.889            25
   Czech_IA_Hallstatt Russia_Samara_EBA_Yamnaya     1.000     0.0000  9999999999.900            27
   Czech_IA_Hallstatt Russia_Uelen_OldBeringSea     1.000     0.0000  9999999999.909            24
   Czech_IA_Hallstatt             Turkey_N     0.000     0.0000      0.000             5
 Dominican_ElSoco_Ceramic England_BellBeaker_highEEF     0.000     0.0000      0.000             2
 Dominican_ElSoco_Ceramic England_BellBeaker_highWHG     1.000     0.0000  9999999999.500             6
 Dominican_ElSoco_Ceramic England_MIA_LIA_o1_lc     0.000     0.0000      0.000             0
 Dominican_ElSoco_Ceramic England_N_Megalithic     1.000     0.0000  9999999999.000             1
 Dominican_ElSoco_Ceramic Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     0.000     0.0000      0.000             1
 Dominican_ElSoco_Ceramic Greece_Delphi_BA_Mycenaean     1.000     0.0000  9999999999.000             2
 Dominican_ElSoco_Ceramic     Iran_GanjDareh_N     1.000     0.0000  9999999999.500             4
 Dominican_ElSoco_Ceramic            Iraq_PPNA     0.000     0.0000      0.000             1
 Dominican_ElSoco_Ceramic     Iraq_PPNA_contam     1.000     0.0000  9999999999.667             7
 Dominican_ElSoco_Ceramic Israel_MLBA_o_brother.I2200     1.000     0.0000  9999999999.500             5
 Dominican_ElSoco_Ceramic    Israel_Natufian_d     0.000     0.0000      0.000             1
 Dominican_ElSoco_Ceramic      Israel_Natufian     0.000     0.0000      0.000             1
 Dominican_ElSoco_Ceramic Israel_Natufian_contam     1.000     0.0000  9999999999.000             6
 Dominican_ElSoco_Ceramic          Jordan_PPNB     0.840     0.0000  8399999999.496             3
 Dominican_ElSoco_Ceramic   Jordan_PPNB_contam     0.000     0.0000      0.000             2
 Dominican_ElSoco_Ceramic       Jordan_PPNB_lc     0.000     0.0000      0.000             0
 Dominican_ElSoco_Ceramic          Jordan_PPNC     1.000     0.0000  9999999999.000             3
 Dominican_ElSoco_Ceramic Jordan_PPNC_1d.rel.I1699     0.000     0.0000      0.000             2
 Dominican_ElSoco_Ceramic Malawi_Fingira_LSA_6000BP     1.000     0.0000  9999999999.500             2
 Dominican_ElSoco_Ceramic Malawi_Fingira_LSA_6000BP_noUDG     1.000     0.0000  9999999999.500             3
 Dominican_ElSoco_Ceramic      Montenegro_MLBA     1.000     0.0000  9999999999.667             6
 Dominican_ElSoco_Ceramic Russia_Samara_EBA_Yamnaya     1.000     0.0000  9999999999.750             8
 Dominican_ElSoco_Ceramic Russia_Uelen_OldBeringSea     1.000     0.0000  9999999999.750             7
 Dominican_ElSoco_Ceramic             Turkey_N     0.000     0.0000      0.000             1
 England_BellBeaker_highEEF England_BellBeaker_highWHG     0.000     0.0000      0.000             5
 England_BellBeaker_highEEF England_MIA_LIA_o1_lc     0.000     0.0000      0.000             0
 England_BellBeaker_highEEF England_N_Megalithic     1.000     0.0000  9999999999.000             1
 England_BellBeaker_highEEF Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     0.000     0.0000      0.000             0
 England_BellBeaker_highEEF Greece_Delphi_BA_Mycenaean     0.000     0.0000      0.000             1
 England_BellBeaker_highEEF     Iran_GanjDareh_N     1.000     0.0000  9999999999.000             1
 England_BellBeaker_highEEF            Iraq_PPNA     0.000     0.0000      0.000             1
 England_BellBeaker_highEEF     Iraq_PPNA_contam     1.000     0.0000  9999999999.000             4
 England_BellBeaker_highEEF Israel_MLBA_o_brother.I2200     1.000     0.0000  9999999999.000             2
 England_BellBeaker_highEEF    Israel_Natufian_d     0.000     0.0000      0.000             1
 England_BellBeaker_highEEF      Israel_Natufian     0.000     0.0000      0.000             1
 England_BellBeaker_highEEF Israel_Natufian_contam     0.000     0.0000      0.000             4
 England_BellBeaker_highEEF          Jordan_PPNB     0.771     0.0000  7714285713.955             5
 England_BellBeaker_highEEF   Jordan_PPNB_contam     0.000     0.0000      0.000             3
 England_BellBeaker_highEEF       Jordan_PPNB_lc     0.000     0.0000      0.000             1
 England_BellBeaker_highEEF          Jordan_PPNC     1.000     0.0000  9999999999.000             2
 England_BellBeaker_highEEF Jordan_PPNC_1d.rel.I1699     0.000     0.0000      0.000             1
 England_BellBeaker_highEEF Malawi_Fingira_LSA_6000BP     1.000     0.0000  9999999999.500             2
 England_BellBeaker_highEEF Malawi_Fingira_LSA_6000BP_noUDG     1.000     0.0000  9999999999.500             2
 England_BellBeaker_highEEF      Montenegro_MLBA     1.000     0.0000  9999999999.000             4
 England_BellBeaker_highEEF Russia_Samara_EBA_Yamnaya     1.000     0.0000  9999999999.667             6
 England_BellBeaker_highEEF Russia_Uelen_OldBeringSea     1.000     0.0000  9999999999.000             5
 England_BellBeaker_highEEF             Turkey_N     0.000     0.0000      0.000             0
 England_BellBeaker_highWHG England_MIA_LIA_o1_lc     0.000     0.0000      0.000             1
 England_BellBeaker_highWHG England_N_Megalithic     1.000     0.0000  9999999999.000             3
 England_BellBeaker_highWHG Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     1.000     0.0000  9999999999.000             1
 England_BellBeaker_highWHG Greece_Delphi_BA_Mycenaean     0.000     0.0000      0.000             0
 England_BellBeaker_highWHG     Iran_GanjDareh_N     1.000     0.0000  9999999999.500             6
 England_BellBeaker_highWHG            Iraq_PPNA     0.000     0.0000      0.000             4
 England_BellBeaker_highWHG     Iraq_PPNA_contam     1.000     0.0000  9999999999.500            12
 England_BellBeaker_highWHG Israel_MLBA_o_brother.I2200     1.000     0.0000  9999999999.000             5
 England_BellBeaker_highWHG    Israel_Natufian_d     1.000     0.0000  9999999999.000             2
 England_BellBeaker_highWHG      Israel_Natufian     1.000     0.0000  9999999999.000             2
 England_BellBeaker_highWHG Israel_Natufian_contam     1.000     0.0000  9999999999.667            10
 England_BellBeaker_highWHG          Jordan_PPNB     0.877     0.0000  8769230769.028             9
 England_BellBeaker_highWHG   Jordan_PPNB_contam     1.000     0.0000  9999999999.500             6
 England_BellBeaker_highWHG       Jordan_PPNB_lc     0.000     0.0000      0.000             1
